Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2018,Ferry,WA,Passenger,3,2,5,4407,4412,0.11
October 31 2018,Ferry,WA,Truck,0,0,0,3568,3568,0.00
October 31 2018,Franklin,WA,Truck,0,0,0,18951,18951,0.00
October 31 2018,Franklin,WA,Passenger,43,67,110,58752,58862,0.19
October 31 2018,Garfield,WA,Passenger,1,1,2,1330,1332,0.15
October 31 2018,Garfield,WA,Truck,0,0,0,961,961,0.00
October 31 2018,Grant,WA,Passenger,35,54,89,63934,64023,0.14
October 31 2018,Grant,WA,Truck,0,0,0,26087,26087,0.00
October 31 2018,Grays Harbor,WA,Truck,0,0,0,20283,20283,0.00
October 31 2018,Grays Harbor,WA,Passenger,71,72,143,47257,47400,0.30
October 31 2018,Island,WA,Passenger,258,222,480,63052,63532,0.76
October 31 2018,Island,WA,Truck,0,0,0,21128,21128,0.00
October 31 2018,Jefferson,WA,Passenger,173,107,280,24781,25061,1.12
October 31 2018,Jefferson,WA,Truck,0,0,0,9616,9616,0.00
October 31 2018,King,WA,Truck,7,1,8,182893,182901,0.00
October 31 2018,King,WA,Passenger,15411,6477,21888,1376282,1398170,1.57
October 31 2018,Kitsap,WA,Passenger,950,526,1476,179905,181381,0.81
October 31 2018,Kitsap,WA,Truck,1,0,1,53651,53652,0.00
October 31 2018,Kittitas,WA,Truck,0,0,0,14129,14129,0.00
October 31 2018,Kittitas,WA,Passenger,61,35,96,29285,29381,0.33
October 31 2018,Klickitat,WA,Passenger,28,34,62,15385,15447,0.40
October 31 2018,Klickitat,WA,Truck,0,0,0,8158,8158,0.00
October 31 2018,Lewis,WA,Passenger,95,77,172,58027,58199,0.30
October 31 2018,Lewis,WA,Truck,0,0,0,25615,25615,0.00
October 31 2018,Lincoln,WA,Truck,0,0,0,4609,4609,0.00
October 31 2018,Lincoln,WA,Passenger,4,7,11,7743,7754,0.14
October 31 2018,Mason,WA,Truck,0,0,0,20174,20174,0.00
October 31 2018,Mason,WA,Passenger,119,109,228,46337,46565,0.49
October 31 2018,Okanogan,WA,Truck,0,0,0,16505,16505,0.00
October 31 2018,Okanogan,WA,Passenger,16,21,37,26110,26147,0.14
October 31 2018,Pacific,WA,Truck,0,0,0,7631,7631,0.00
October 31 2018,Pacific,WA,Passenger,31,24,55,15758,15813,0.35
October 31 2018,Pend Oreille,WA,Truck,0,0,0,5749,5749,0.00
October 31 2018,Pend Oreille,WA,Passenger,7,5,12,9590,9602,0.12
October 31 2018,Pierce,WA,Passenger,1608,1385,2993,537094,540087,0.55
October 31 2018,Pierce,WA,Truck,0,0,0,138826,138826,0.00
October 31 2018,San Juan,WA,Truck,0,0,0,5789,5789,0.00
October 31 2018,San Juan,WA,Passenger,169,71,240,14212,14452,1.66
October 31 2018,Skagit,WA,Passenger,270,196,466,90997,91463,0.51
October 31 2018,Skagit,WA,Truck,1,0,1,32346,32347,0.00
October 31 2018,Skamania,WA,Passenger,20,12,32,8729,8761,0.37
October 31 2018,Skamania,WA,Truck,0,0,0,3984,3984,0.00
October 31 2018,Snohomish,WA,Passenger,2772,1472,4244,525888,530132,0.80
October 31 2018,Snohomish,WA,Truck,1,0,1,121890,121891,0.00
October 31 2018,Spokane,WA,Passenger,416,381,797,306239,307036,0.26
October 31 2018,Spokane,WA,Truck,1,0,1,93464,93465,0.00
October 31 2018,Stevens,WA,Passenger,16,30,46,31804,31850,0.14
October 31 2018,Stevens,WA,Truck,0,0,0,18717,18717,0.00
October 31 2018,Thurston,WA,Truck,0,0,0,54809,54809,0.00
October 31 2018,Thurston,WA,Passenger,742,580,1322,195061,196383,0.67
October 31 2018,Wahkiakum,WA,Passenger,2,2,4,2982,2986,0.13
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1703,1703,0.00
October 31 2018,Walla Walla,WA,Passenger,37,50,87,36015,36102,0.24
October 31 2018,Walla Walla,WA,Truck,0,0,0,13512,13512,0.00
October 31 2018,Whatcom,WA,Truck,2,0,2,42562,42564,0.00
October 31 2018,Whatcom,WA,Passenger,745,355,1100,148800,149900,0.73
October 31 2018,Whitman,WA,Passenger,20,35,55,22763,22818,0.24
October 31 2018,Whitman,WA,Truck,0,0,0,8536,8536,0.00
October 31 2018,Yakima,WA,Truck,0,0,0,58759,58759,0.00
October 31 2018,Yakima,WA,Passenger,81,104,185,164428,164613,0.11
October 31 2018,Ozaukee,WI,Passenger,0,1,1,4,5,20.00
October 31 2018,,,Passenger,3,0,3,248,251,1.20
November 30 2018,Juneau,AK,Passenger,0,1,1,42,43,2.33
November 30 2018,Dale,AL,Passenger,0,1,1,61,62,1.61
November 30 2018,Lee,AL,Passenger,1,0,1,36,37,2.70
November 30 2018,Cochise,AZ,Passenger,0,1,1,125,126,0.79
November 30 2018,Maricopa,AZ,Passenger,4,3,7,1443,1450,0.48
November 30 2018,Pima,AZ,Passenger,0,1,1,388,389,0.26
November 30 2018,Pinal,AZ,Passenger,2,0,2,180,182,1.10
November 30 2018,Alameda,CA,Passenger,0,2,2,318,320,0.62
November 30 2018,Contra Costa,CA,Passenger,0,1,1,441,442,0.23
November 30 2018,Fresno,CA,Passenger,1,0,1,187,188,0.53
November 30 2018,Los Angeles,CA,Passenger,8,5,13,1109,1122,1.16
November 30 2018,Monterey,CA,Passenger,0,1,1,193,194,0.52
November 30 2018,Orange,CA,Passenger,4,2,6,539,545,1.10
November 30 2018,Riverside,CA,Passenger,1,2,3,664,667,0.45
November 30 2018,San Diego,CA,Passenger,7,3,10,2591,2601,0.38
November 30 2018,San Francisco,CA,Passenger,2,1,3,112,115,2.61
November 30 2018,San Mateo,CA,Passenger,2,1,3,125,128,2.34
November 30 2018,Santa Barbara,CA,Passenger,1,0,1,99,100,1.00
November 30 2018,Santa Clara,CA,Passenger,8,1,9,365,374,2.41
November 30 2018,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44
November 30 2018,Shasta,CA,Passenger,1,0,1,42,43,2.33
November 30 2018,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
November 30 2018,Ventura,CA,Passenger,0,2,2,318,320,0.62
November 30 2018,Denver,CO,Passenger,1,0,1,126,127,0.79
November 30 2018,El Paso,CO,Passenger,3,1,4,760,764,0.52
November 30 2018,Jefferson,CO,Passenger,0,2,2,65,67,2.99
November 30 2018,Larimer,CO,Passenger,1,1,2,59,61,3.28
November 30 2018,New London,CT,Passenger,0,1,1,270,271,0.37
November 30 2018,District of Columbia,DC,Passenger,1,4,5,194,199,2.51
November 30 2018,Kent,DE,Passenger,0,1,1,75,76,1.32
November 30 2018,New Castle,DE,Passenger,1,0,1,25,26,3.85
November 30 2018,Brevard,FL,Passenger,0,1,1,88,89,1.12
November 30 2018,Broward,FL,Passenger,1,1,2,128,130,1.54
November 30 2018,Clay,FL,Passenger,0,1,1,84,85,1.18
November 30 2018,Duval,FL,Passenger,1,1,2,377,379,0.53
November 30 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
November 30 2018,Miami-Dade,FL,Passenger,0,1,1,113,114,0.88
November 30 2018,Orange,FL,Passenger,2,1,3,162,165,1.82
November 30 2018,Palm Beach,FL,Passenger,0,1,1,82,83,1.20
November 30 2018,Polk,FL,Passenger,1,0,1,63,64,1.56
November 30 2018,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
November 30 2018,St. Lucie,FL,Passenger,1,0,1,26,27,3.70
November 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2018,Volusia,FL,Passenger,0,1,1,33,34,2.94
November 30 2018,Bryan,GA,Passenger,1,0,1,53,54,1.85
November 30 2018,Camden,GA,Passenger,0,1,1,160,161,0.62
November 30 2018,Columbia,GA,Passenger,1,1,2,156,158,1.27
November 30 2018,DeKalb,GA,Passenger,1,0,1,75,76,1.32
November 30 2018,Fulton,GA,Passenger,1,2,3,102,105,2.86
November 30 2018,Gwinnett,GA,Passenger,0,1,1,80,81,1.23
November 30 2018,Houston,GA,Passenger,1,0,1,55,56,1.79
November 30 2018,Liberty,GA,Passenger,1,0,1,148,149,0.67
November 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
November 30 2018,Honolulu,HI,Passenger,2,2,4,510,514,0.78
November 30 2018,Maui,HI,Passenger,1,0,1,50,51,1.96
November 30 2018,Ada,ID,Passenger,0,2,2,304,306,0.65
November 30 2018,Kootenai,ID,Passenger,1,1,2,206,208,0.96
November 30 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
November 30 2018,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
November 30 2018,Cook,IL,Passenger,1,0,1,239,240,0.42
November 30 2018,DuPage,IL,Passenger,1,0,1,54,55,1.82
November 30 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
November 30 2018,Sangamon,IL,Passenger,1,0,1,9,10,10.00
November 30 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
November 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
November 30 2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08
November 30 2018,Marion,IN,Passenger,1,0,1,121,122,0.82
November 30 2018,Hardin,KY,Passenger,0,1,1,111,112,0.89
November 30 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2018,Caddo,LA,Passenger,0,1,1,24,25,4.00
November 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
November 30 2018,Middlesex,MA,Passenger,0,1,1,133,134,0.75
November 30 2018,Nantucket,MA,Passenger,1,0,1,3,4,25.00
November 30 2018,Norfolk,MA,Passenger,1,0,1,29,30,3.33
November 30 2018,Suffolk,MA,Passenger,0,1,1,46,47,2.13
November 30 2018,Anne Arundel,MD,Passenger,0,2,2,457,459,0.44
November 30 2018,Charles,MD,Passenger,0,1,1,78,79,1.27
November 30 2018,Frederick,MD,Passenger,0,1,1,86,87,1.15
November 30 2018,Howard,MD,Passenger,0,1,1,89,90,1.11
November 30 2018,Montgomery,MD,Passenger,1,1,2,283,285,0.70
November 30 2018,St. Mary's,MD,Passenger,1,0,1,215,216,0.46
November 30 2018,Kent,MI,Passenger,0,1,1,22,23,4.35
November 30 2018,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
November 30 2018,Dakota,MN,Passenger,0,1,1,31,32,3.12
November 30 2018,Hennepin,MN,Passenger,2,0,2,105,107,1.87
November 30 2018,Kanabec,MN,Passenger,1,0,1,0,1,100.00
November 30 2018,Ramsey,MN,Passenger,1,0,1,41,42,2.38
November 30 2018,Flathead,MT,Passenger,1,0,1,53,54,1.85
November 30 2018,Gallatin,MT,Passenger,0,1,1,57,58,1.72
November 30 2018,Glacier,MT,Passenger,0,1,1,4,5,20.00
November 30 2018,Cumberland,NC,Passenger,0,1,1,542,543,0.18
November 30 2018,Guilford,NC,Passenger,1,0,1,24,25,4.00
November 30 2018,Mecklenburg,NC,Passenger,1,0,1,76,77,1.30
November 30 2018,Moore,NC,Passenger,0,1,1,196,197,0.51
November 30 2018,Douglas,NE,Passenger,0,1,1,67,68,1.47
November 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
November 30 2018,Bergen,NJ,Passenger,1,0,1,27,28,3.57
November 30 2018,Camden,NJ,Passenger,0,1,1,25,26,3.85
November 30 2018,Morris,NJ,Passenger,1,0,1,18,19,5.26
November 30 2018,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
November 30 2018,Valencia,NM,Passenger,1,0,1,9,10,10.00
November 30 2018,Carson City,NV,Passenger,1,0,1,14,15,6.67
November 30 2018,Clark,NV,Passenger,2,2,4,713,717,0.56
November 30 2018,Washoe,NV,Passenger,1,0,1,96,97,1.03
November 30 2018,Jefferson,NY,Passenger,0,1,1,236,237,0.42
November 30 2018,Nassau,NY,Passenger,2,0,2,34,36,5.56
November 30 2018,Saratoga,NY,Passenger,1,0,1,62,63,1.59
November 30 2018,Garfield,OK,Passenger,1,0,1,14,15,6.67
November 30 2018,Jackson,OK,Passenger,1,0,1,46,47,2.13
November 30 2018,Oklahoma,OK,Passenger,0,1,1,109,110,0.91
November 30 2018,Rogers,OK,Passenger,1,0,1,6,7,14.29
November 30 2018,Tulsa,OK,Passenger,1,1,2,46,48,4.17
November 30 2018,Clackamas,OR,Passenger,1,1,2,213,215,0.93
November 30 2018,Deschutes,OR,Passenger,2,0,2,158,160,1.25
November 30 2018,Douglas,OR,Passenger,1,0,1,47,48,2.08
November 30 2018,Klamath,OR,Passenger,1,0,1,29,30,3.33
November 30 2018,Lane,OR,Passenger,0,1,1,164,165,0.61
November 30 2018,Marion,OR,Passenger,1,0,1,116,117,0.85
November 30 2018,Multnomah,OR,Passenger,3,4,7,734,741,0.94
November 30 2018,Washington,OR,Passenger,0,1,1,441,442,0.23
November 30 2018,Allegheny,PA,Passenger,1,0,1,79,80,1.25
November 30 2018,Bucks,PA,Passenger,1,0,1,17,18,5.56
November 30 2018,Montgomery,PA,Passenger,2,0,2,29,31,6.45
November 30 2018,San Juan,PR,Passenger,0,1,1,5,6,16.67
November 30 2018,Newport,RI,Passenger,1,0,1,99,100,1.00
November 30 2018,Beaufort,SC,Passenger,1,0,1,33,34,2.94
November 30 2018,Richland,SC,Passenger,0,1,1,164,165,0.61
November 30 2018,Shelby,TN,Passenger,0,1,1,104,105,0.95
November 30 2018,Bexar,TX,Passenger,3,4,7,710,717,0.98
November 30 2018,Dallas,TX,Passenger,0,1,1,190,191,0.52
November 30 2018,El Paso,TX,Passenger,1,0,1,497,498,0.20
November 30 2018,Guadalupe,TX,Passenger,1,0,1,71,72,1.39
November 30 2018,Montgomery,TX,Passenger,2,0,2,56,58,3.45
November 30 2018,Nueces,TX,Passenger,1,1,2,94,96,2.08
November 30 2018,Tarrant,TX,Passenger,1,0,1,195,196,0.51
November 30 2018,Travis,TX,Passenger,0,1,1,190,191,0.52
November 30 2018,Albemarle,VA,Passenger,1,0,1,28,29,3.45
November 30 2018,Alexandria,VA,Passenger,1,0,1,158,159,0.63
November 30 2018,Arlington,VA,Passenger,1,1,2,164,166,1.20
November 30 2018,Fairfax,VA,Passenger,1,3,4,809,813,0.49
November 30 2018,Goochland,VA,Passenger,0,1,1,227,228,0.44
November 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
November 30 2018,Norfolk,VA,Passenger,2,2,4,346,350,1.14
November 30 2018,Portsmouth,VA,Passenger,0,1,1,69,70,1.43
November 30 2018,Prince William,VA,Passenger,0,4,4,253,257,1.56
November 30 2018,Rockbridge,VA,Passenger,1,0,1,1,2,50.00
November 30 2018,Virginia Beach,VA,Passenger,2,1,3,688,691,0.43
November 30 2018,Adams,WA,Passenger,5,5,10,12751,12761,0.08
November 30 2018,Adams,WA,Truck,0,0,0,5160,5160,0.00
November 30 2018,Asotin,WA,Truck,0,0,0,6624,6624,0.00
November 30 2018,Asotin,WA,Passenger,13,10,23,12728,12751,0.18
November 30 2018,Benton,WA,Passenger,222,232,454,132804,133258,0.34
November 30 2018,Benton,WA,Truck,0,0,0,41450,41450,0.00
November 30 2018,Chelan,WA,Passenger,136,59,195,54077,54272,0.36
November 30 2018,Chelan,WA,Truck,0,0,0,22089,22089,0.00
November 30 2018,Clallam,WA,Passenger,155,126,281,50330,50611,0.56
November 30 2018,Clallam,WA,Truck,0,0,0,21615,21615,0.00
November 30 2018,Clark,WA,Passenger,1283,863,2146,310916,313062,0.69
November 30 2018,Clark,WA,Truck,0,0,0,79750,79750,0.00
November 30 2018,Columbia,WA,Truck,0,0,0,1517,1517,0.00
November 30 2018,Columbia,WA,Passenger,2,2,4,2437,2441,0.16
November 30 2018,Cowlitz,WA,Truck,0,0,0,28731,28731,0.00
November 30 2018,Cowlitz,WA,Passenger,80,101,181,72362,72543,0.25
November 30 2018,Douglas,WA,Truck,0,0,0,12125,12125,0.00
November 30 2018,Douglas,WA,Passenger,50,33,83,27971,28054,0.30
November 30 2018,Ferry,WA,Passenger,3,2,5,4384,4389,0.11
November 30 2018,Ferry,WA,Truck,0,0,0,3584,3584,0.00
November 30 2018,Franklin,WA,Passenger,46,65,111,58944,59055,0.19
November 30 2018,Franklin,WA,Truck,0,0,0,18986,18986,0.00
November 30 2018,Garfield,WA,Passenger,1,1,2,1331,1333,0.15
November 30 2018,Garfield,WA,Truck,0,0,0,965,965,0.00
November 30 2018,Grant,WA,Truck,0,0,0,26161,26161,0.00
November 30 2018,Grant,WA,Passenger,35,56,91,64045,64136,0.14
November 30 2018,Grays Harbor,WA,Truck,0,0,0,20335,20335,0.00
November 30 2018,Grays Harbor,WA,Passenger,72,74,146,47359,47505,0.31
November 30 2018,Island,WA,Truck,0,0,0,21175,21175,0.00
November 30 2018,Island,WA,Passenger,280,230,510,63120,63630,0.80
November 30 2018,Jefferson,WA,Passenger,180,111,291,24793,25084,1.16
November 30 2018,Jefferson,WA,Truck,0,0,0,9618,9618,0.00
November 30 2018,King,WA,Passenger,16160,6653,22813,1377158,1399971,1.63
November 30 2018,King,WA,Truck,6,1,7,182821,182828,0.00
November 30 2018,Kitsap,WA,Passenger,987,542,1529,180307,181836,0.84
November 30 2018,Kitsap,WA,Truck,1,0,1,53682,53683,0.00
November 30 2018,Kittitas,WA,Truck,0,0,0,14164,14164,0.00
November 30 2018,Kittitas,WA,Passenger,65,34,99,29291,29390,0.34
November 30 2018,Klickitat,WA,Truck,0,0,0,8187,8187,0.00
November 30 2018,Klickitat,WA,Passenger,27,34,61,15418,15479,0.39
November 30 2018,Lewis,WA,Passenger,97,77,174,58201,58375,0.30
November 30 2018,Lewis,WA,Truck,0,0,0,25629,25629,0.00
November 30 2018,Lincoln,WA,Truck,0,0,0,4631,4631,0.00
November 30 2018,Lincoln,WA,Passenger,4,7,11,7775,7786,0.14
November 30 2018,Mason,WA,Truck,0,0,0,20191,20191,0.00
November 30 2018,Mason,WA,Passenger,121,111,232,46414,46646,0.50
November 30 2018,Okanogan,WA,Passenger,16,22,38,26135,26173,0.15
November 30 2018,Okanogan,WA,Truck,0,0,0,16496,16496,0.00
November 30 2018,Pacific,WA,Passenger,32,24,56,15804,15860,0.35
November 30 2018,Pacific,WA,Truck,0,0,0,7612,7612,0.00
November 30 2018,Pend Oreille,WA,Passenger,6,5,11,9559,9570,0.11
November 30 2018,Pend Oreille,WA,Truck,0,0,0,5739,5739,0.00
November 30 2018,Pierce,WA,Truck,0,0,0,139111,139111,0.00
November 30 2018,Pierce,WA,Passenger,1675,1421,3096,538350,541446,0.57
November 30 2018,San Juan,WA,Passenger,176,70,246,14213,14459,1.70
November 30 2018,San Juan,WA,Truck,0,0,0,5807,5807,0.00
November 30 2018,Skagit,WA,Truck,1,0,1,32351,32352,0.00
November 30 2018,Skagit,WA,Passenger,279,199,478,91174,91652,0.52
November 30 2018,Skamania,WA,Passenger,20,14,34,8733,8767,0.39
November 30 2018,Skamania,WA,Truck,0,0,0,4006,4006,0.00
November 30 2018,Snohomish,WA,Passenger,2925,1510,4435,526711,531146,0.83
November 30 2018,Snohomish,WA,Truck,1,0,1,121977,121978,0.00
November 30 2018,Spokane,WA,Passenger,441,384,825,306933,307758,0.27
November 30 2018,Spokane,WA,Truck,1,0,1,93694,93695,0.00
November 30 2018,Stevens,WA,Passenger,18,29,47,31788,31835,0.15
November 30 2018,Stevens,WA,Truck,0,0,0,18729,18729,0.00
November 30 2018,Thurston,WA,Truck,0,0,0,54930,54930,0.00
November 30 2018,Thurston,WA,Passenger,786,596,1382,195447,196829,0.70
November 30 2018,Wahkiakum,WA,Passenger,2,2,4,2982,2986,0.13
November 30 2018,Wahkiakum,WA,Truck,0,0,0,1705,1705,0.00
November 30 2018,Walla Walla,WA,Passenger,39,53,92,36112,36204,0.25
November 30 2018,Walla Walla,WA,Truck,0,0,0,13523,13523,0.00
November 30 2018,Whatcom,WA,Truck,2,0,2,42663,42665,0.00
November 30 2018,Whatcom,WA,Passenger,776,369,1145,149131,150276,0.76
November 30 2018,Whitman,WA,Truck,0,0,0,8537,8537,0.00
November 30 2018,Whitman,WA,Passenger,21,37,58,22812,22870,0.25
November 30 2018,Yakima,WA,Truck,0,0,0,58752,58752,0.00
November 30 2018,Yakima,WA,Passenger,88,106,194,164689,164883,0.12
November 30 2018,Ozaukee,WI,Passenger,0,1,1,4,5,20.00
November 30 2018,,,Passenger,3,0,3,249,252,1.19
December 31 2018,Juneau,AK,Passenger,0,1,1,42,43,2.33
December 31 2018,Dale,AL,Passenger,0,1,1,60,61,1.64
December 31 2018,Lee,AL,Passenger,1,0,1,36,37,2.70
December 31 2018,Montgomery,AL,Passenger,0,1,1,44,45,2.22
December 31 2018,Cochise,AZ,Passenger,0,1,1,125,126,0.79
December 31 2018,Maricopa,AZ,Passenger,4,3,7,1440,1447,0.48
December 31 2018,Pima,AZ,Passenger,0,1,1,387,388,0.26
December 31 2018,Pinal,AZ,Passenger,2,0,2,178,180,1.11
December 31 2018,Alameda,CA,Passenger,0,2,2,314,316,0.63
December 31 2018,Contra Costa,CA,Passenger,0,2,2,432,434,0.46
December 31 2018,Fresno,CA,Passenger,1,0,1,188,189,0.53
December 31 2018,Los Angeles,CA,Passenger,8,5,13,1090,1103,1.18
December 31 2018,Orange,CA,Passenger,5,2,7,535,542,1.29
December 31 2018,Riverside,CA,Passenger,1,2,3,656,659,0.46
December 31 2018,San Diego,CA,Passenger,7,3,10,2601,2611,0.38
December 31 2018,San Francisco,CA,Passenger,2,1,3,109,112,2.68
December 31 2018,San Mateo,CA,Passenger,2,1,3,125,128,2.34
December 31 2018,Santa Barbara,CA,Passenger,1,0,1,98,99,1.01
December 31 2018,Santa Clara,CA,Passenger,8,1,9,364,373,2.41
December 31 2018,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
December 31 2018,Shasta,CA,Passenger,1,0,1,42,43,2.33
December 31 2018,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
December 31 2018,Ventura,CA,Passenger,0,2,2,320,322,0.62
December 31 2018,Denver,CO,Passenger,1,0,1,124,125,0.80
December 31 2018,El Paso,CO,Passenger,3,1,4,759,763,0.52
December 31 2018,Jefferson,CO,Passenger,0,2,2,63,65,3.08
December 31 2018,Larimer,CO,Passenger,1,1,2,58,60,3.33
December 31 2018,New London,CT,Passenger,0,2,2,271,273,0.73
December 31 2018,District of Columbia,DC,Passenger,1,4,5,196,201,2.49
December 31 2018,Kent,DE,Passenger,0,1,1,77,78,1.28
December 31 2018,New Castle,DE,Passenger,1,0,1,24,25,4.00
December 31 2018,Brevard,FL,Passenger,0,1,1,87,88,1.14
December 31 2018,Broward,FL,Passenger,1,1,2,124,126,1.59
December 31 2018,Clay,FL,Passenger,0,1,1,83,84,1.19
December 31 2018,Duval,FL,Passenger,1,1,2,375,377,0.53
December 31 2018,Manatee,FL,Passenger,1,0,1,36,37,2.70
December 31 2018,Miami-Dade,FL,Passenger,0,1,1,114,115,0.87
December 31 2018,Orange,FL,Passenger,2,0,2,163,165,1.21
December 31 2018,Palm Beach,FL,Passenger,0,1,1,83,84,1.19
December 31 2018,Polk,FL,Passenger,1,0,1,64,65,1.54
December 31 2018,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
December 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
December 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
December 31 2018,Volusia,FL,Passenger,0,1,1,34,35,2.86
December 31 2018,Bryan,GA,Passenger,1,0,1,52,53,1.89
December 31 2018,Camden,GA,Passenger,0,1,1,161,162,0.62
December 31 2018,Columbia,GA,Passenger,1,1,2,154,156,1.28
December 31 2018,DeKalb,GA,Passenger,1,0,1,75,76,1.32
December 31 2018,Fulton,GA,Passenger,1,2,3,104,107,2.80
December 31 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
December 31 2018,Houston,GA,Passenger,1,0,1,54,55,1.82
December 31 2018,Liberty,GA,Passenger,1,0,1,148,149,0.67
December 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
December 31 2018,Honolulu,HI,Passenger,2,2,4,509,513,0.78
December 31 2018,Maui,HI,Passenger,1,0,1,49,50,2.00
December 31 2018,Ada,ID,Passenger,0,2,2,302,304,0.66
December 31 2018,Kootenai,ID,Passenger,1,1,2,204,206,0.97
December 31 2018,Madison,ID,Passenger,1,0,1,35,36,2.78
December 31 2018,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
December 31 2018,Cook,IL,Passenger,1,0,1,236,237,0.42
December 31 2018,DuPage,IL,Passenger,1,0,1,56,57,1.75
December 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
December 31 2018,Sangamon,IL,Passenger,1,0,1,10,11,9.09
December 31 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
December 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2018,Marion,IN,Passenger,1,0,1,121,122,0.82
December 31 2018,Hardin,KY,Passenger,0,1,1,107,108,0.93
December 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
December 31 2018,Caddo,LA,Passenger,0,1,1,22,23,4.35
December 31 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
December 31 2018,Middlesex,MA,Passenger,1,1,2,126,128,1.56
December 31 2018,Nantucket,MA,Passenger,1,0,1,3,4,25.00
December 31 2018,Norfolk,MA,Passenger,1,0,1,28,29,3.45
December 31 2018,Suffolk,MA,Passenger,0,1,1,45,46,2.17
December 31 2018,Anne Arundel,MD,Passenger,0,2,2,458,460,0.43
December 31 2018,Charles,MD,Passenger,0,1,1,76,77,1.30
December 31 2018,Frederick,MD,Passenger,0,1,1,83,84,1.19
December 31 2018,Howard,MD,Passenger,0,1,1,86,87,1.15
December 31 2018,Montgomery,MD,Passenger,1,1,2,282,284,0.70
December 31 2018,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
December 31 2018,Kent,MI,Passenger,0,1,1,22,23,4.35
December 31 2018,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
December 31 2018,Dakota,MN,Passenger,0,1,1,31,32,3.12
December 31 2018,Hennepin,MN,Passenger,2,0,2,101,103,1.94
December 31 2018,Kanabec,MN,Passenger,1,0,1,0,1,100.00
December 31 2018,Ramsey,MN,Passenger,1,0,1,40,41,2.44
December 31 2018,Flathead,MT,Passenger,1,0,1,54,55,1.82
December 31 2018,Gallatin,MT,Passenger,0,1,1,57,58,1.72
December 31 2018,Glacier,MT,Passenger,0,1,1,3,4,25.00
December 31 2018,Cumberland,NC,Passenger,0,1,1,544,545,0.18
December 31 2018,Guilford,NC,Passenger,1,0,1,23,24,4.17
December 31 2018,Mecklenburg,NC,Passenger,1,0,1,77,78,1.28
December 31 2018,Moore,NC,Passenger,0,1,1,194,195,0.51
December 31 2018,Douglas,NE,Passenger,0,1,1,68,69,1.45
December 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
December 31 2018,Bergen,NJ,Passenger,1,0,1,27,28,3.57
December 31 2018,Camden,NJ,Passenger,0,1,1,27,28,3.57
December 31 2018,Santa Fe,NM,Passenger,0,1,1,39,40,2.50
December 31 2018,Valencia,NM,Passenger,1,0,1,9,10,10.00
December 31 2018,Carson City,NV,Passenger,1,0,1,14,15,6.67
December 31 2018,Clark,NV,Passenger,2,2,4,709,713,0.56
December 31 2018,Washoe,NV,Passenger,2,0,2,99,101,1.98
December 31 2018,Jefferson,NY,Passenger,0,1,1,234,235,0.43
December 31 2018,Nassau,NY,Passenger,2,0,2,33,35,5.71
December 31 2018,Saratoga,NY,Passenger,1,0,1,62,63,1.59
December 31 2018,Garfield,OK,Passenger,1,0,1,14,15,6.67
December 31 2018,Jackson,OK,Passenger,1,0,1,47,48,2.08
