Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2021,Boone,MO,Passenger,0,1,1,9,10,10.00
August 31 2021,Greene,MO,Passenger,0,1,1,21,22,4.55
August 31 2021,Platte,MO,Passenger,1,0,1,14,15,6.67
August 31 2021,Ray,MO,Passenger,0,1,1,0,1,100.00
August 31 2021,St. Louis,MO,Passenger,1,0,1,75,76,1.32
August 31 2021,Harrison,MS,Passenger,2,0,2,50,52,3.85
August 31 2021,Flathead,MT,Passenger,1,0,1,36,37,2.70
August 31 2021,Glacier,MT,Passenger,0,1,1,5,6,16.67
August 31 2021,Missoula,MT,Passenger,1,0,1,42,43,2.33
August 31 2021,Cumberland,NC,Truck,1,0,1,94,95,1.05
August 31 2021,Cumberland,NC,Passenger,0,2,2,411,413,0.48
August 31 2021,Harnett,NC,Passenger,0,1,1,159,160,0.62
August 31 2021,Mecklenburg,NC,Passenger,1,0,1,71,72,1.39
August 31 2021,Moore,NC,Passenger,0,1,1,125,126,0.79
August 31 2021,Onslow,NC,Passenger,0,1,1,163,164,0.61
August 31 2021,Wake,NC,Passenger,1,0,1,100,101,0.99
August 31 2021,Wayne,NC,Passenger,1,0,1,29,30,3.33
August 31 2021,Wilson,NC,Passenger,1,0,1,1,2,50.00
August 31 2021,Williams,ND,Passenger,0,1,1,7,8,12.50
August 31 2021,Douglas,NE,Passenger,1,1,2,51,53,3.77
August 31 2021,Carroll,NH,Passenger,0,1,1,3,4,25.00
August 31 2021,Burlington,NJ,Passenger,0,1,1,127,128,0.78
August 31 2021,Camden,NJ,Passenger,0,1,1,11,12,8.33
August 31 2021,Hudson,NJ,Truck,1,0,1,12,13,7.69
August 31 2021,Hudson,NJ,Passenger,1,0,1,110,111,0.90
August 31 2021,Chaves,NM,Passenger,1,0,1,5,6,16.67
August 31 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
August 31 2021,Clark,NV,Passenger,5,4,9,560,569,1.58
August 31 2021,Washoe,NV,Passenger,1,0,1,63,64,1.56
August 31 2021,Erie,NY,Passenger,1,0,1,30,31,3.23
August 31 2021,Jefferson,NY,Passenger,0,1,1,205,206,0.49
August 31 2021,Kings,NY,Passenger,1,0,1,56,57,1.75
August 31 2021,New York,NY,Passenger,1,0,1,43,44,2.27
August 31 2021,Queens,NY,Passenger,2,0,2,44,46,4.35
August 31 2021,Saratoga,NY,Passenger,1,0,1,40,41,2.44
August 31 2021,Montgomery,OH,Passenger,0,1,1,48,49,2.04
August 31 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
August 31 2021,Rogers,OK,Passenger,1,0,1,3,4,25.00
August 31 2021,Clackamas,OR,Passenger,2,0,2,145,147,1.36
August 31 2021,Klamath,OR,Passenger,1,0,1,20,21,4.76
August 31 2021,Multnomah,OR,Passenger,2,6,8,562,570,1.40
August 31 2021,Washington,OR,Passenger,1,0,1,319,320,0.31
August 31 2021,Yamhill,OR,Passenger,1,0,1,26,27,3.70
August 31 2021,Allegheny,PA,Passenger,1,1,2,53,55,3.64
August 31 2021,Bucks,PA,Passenger,1,0,1,16,17,5.88
August 31 2021,Montgomery,PA,Passenger,2,0,2,16,18,11.11
August 31 2021,Philadelphia,PA,Passenger,1,0,1,42,43,2.33
August 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
August 31 2021,Newport,RI,Passenger,1,0,1,78,79,1.27
August 31 2021,Newport,RI,Truck,1,0,1,10,11,9.09
August 31 2021,Richland,SC,Passenger,0,1,1,126,127,0.79
August 31 2021,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
August 31 2021,Sumter,SC,Passenger,0,1,1,33,34,2.94
August 31 2021,Pennington,SD,Passenger,1,0,1,29,30,3.33
August 31 2021,Davidson,TN,Passenger,1,0,1,40,41,2.44
August 31 2021,Montgomery,TN,Passenger,1,0,1,202,203,0.49
August 31 2021,Tipton,TN,Passenger,1,0,1,12,13,7.69
August 31 2021,Bell,TX,Passenger,0,1,1,336,337,0.30
August 31 2021,Bexar,TX,Passenger,4,4,8,466,474,1.69
August 31 2021,Dallas,TX,Passenger,1,0,1,127,128,0.78
August 31 2021,Denton,TX,Passenger,1,0,1,59,60,1.67
August 31 2021,El Paso,TX,Passenger,2,0,2,342,344,0.58
August 31 2021,Harris,TX,Passenger,1,0,1,171,172,0.58
August 31 2021,Hidalgo,TX,Passenger,0,1,1,52,53,1.89
August 31 2021,Montgomery,TX,Passenger,1,1,2,29,31,6.45
August 31 2021,Nueces,TX,Passenger,1,0,1,63,64,1.56
August 31 2021,Travis,TX,Passenger,2,2,4,128,132,3.03
August 31 2021,Wichita,TX,Passenger,1,0,1,38,39,2.56
August 31 2021,Salt Lake,UT,Passenger,0,2,2,141,143,1.40
August 31 2021,Albemarle,VA,Passenger,1,0,1,20,21,4.76
August 31 2021,Alexandria,VA,Passenger,4,0,4,130,134,2.99
August 31 2021,Arlington,VA,Passenger,0,1,1,124,125,0.80
August 31 2021,Chesapeake,VA,Passenger,0,4,4,379,383,1.04
August 31 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
August 31 2021,Fairfax,VA,Passenger,5,5,10,658,668,1.50
August 31 2021,Goochland,VA,Passenger,4,0,4,170,174,2.30
August 31 2021,Loudoun,VA,Passenger,1,0,1,65,66,1.52
August 31 2021,Louisa,VA,Passenger,0,1,1,0,1,100.00
August 31 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
August 31 2021,Norfolk,VA,Passenger,1,1,2,308,310,0.65
August 31 2021,Portsmouth,VA,Passenger,1,1,2,61,63,3.17
August 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
August 31 2021,Prince William,VA,Passenger,1,1,2,196,198,1.01
August 31 2021,Stafford,VA,Passenger,2,1,3,97,100,3.00
August 31 2021,Suffolk,VA,Passenger,1,0,1,106,107,0.93
August 31 2021,Virginia Beach,VA,Passenger,2,0,2,554,556,0.36
August 31 2021,Adams,WA,Passenger,16,16,32,13042,13074,0.24
August 31 2021,Adams,WA,Truck,0,0,0,5416,5416,0.00
August 31 2021,Asotin,WA,Passenger,22,18,40,12746,12786,0.31
August 31 2021,Asotin,WA,Truck,2,0,2,6757,6759,0.03
August 31 2021,Benton,WA,Passenger,578,418,996,136269,137265,0.73
August 31 2021,Benton,WA,Truck,16,0,16,43618,43634,0.04
August 31 2021,Chelan,WA,Passenger,371,101,472,54732,55204,0.86
August 31 2021,Chelan,WA,Truck,6,0,6,23095,23101,0.03
August 31 2021,Clallam,WA,Truck,3,0,3,22031,22034,0.01
August 31 2021,Clallam,WA,Passenger,361,224,585,50524,51109,1.14
August 31 2021,Clark,WA,Passenger,3181,1516,4697,322166,326863,1.44
August 31 2021,Clark,WA,Truck,35,0,35,84182,84217,0.04
August 31 2021,Columbia,WA,Truck,1,0,1,1539,1540,0.06
August 31 2021,Columbia,WA,Passenger,7,2,9,2458,2467,0.36
August 31 2021,Cowlitz,WA,Truck,7,1,8,29099,29107,0.03
August 31 2021,Cowlitz,WA,Passenger,251,162,413,72126,72539,0.57
August 31 2021,Douglas,WA,Passenger,104,52,156,28586,28742,0.54
August 31 2021,Douglas,WA,Truck,2,0,2,12689,12691,0.02
August 31 2021,Ferry,WA,Passenger,9,3,12,4392,4404,0.27
August 31 2021,Ferry,WA,Truck,0,0,0,3635,3635,0.00
August 31 2021,Franklin,WA,Truck,5,0,5,20720,20725,0.02
August 31 2021,Franklin,WA,Passenger,146,104,250,61977,62227,0.40
August 31 2021,Garfield,WA,Passenger,0,3,3,1373,1376,0.22
August 31 2021,Garfield,WA,Truck,0,0,0,1001,1001,0.00
August 31 2021,Grant,WA,Passenger,128,102,230,66876,67106,0.34
August 31 2021,Grant,WA,Truck,2,0,2,28010,28012,0.01
August 31 2021,Grays Harbor,WA,Truck,9,0,9,21388,21397,0.04
August 31 2021,Grays Harbor,WA,Passenger,192,154,346,49516,49862,0.69
August 31 2021,Island,WA,Passenger,659,336,995,63428,64423,1.54
August 31 2021,Island,WA,Truck,9,0,9,21625,21634,0.04
August 31 2021,Jefferson,WA,Passenger,358,194,552,24863,25415,2.17
August 31 2021,Jefferson,WA,Truck,0,0,0,9618,9618,0.00
August 31 2021,King,WA,Truck,127,1,128,184048,184176,0.07
August 31 2021,King,WA,Passenger,32713,9839,42552,1366613,1409165,3.02
August 31 2021,Kitsap,WA,Passenger,2026,923,2949,180984,183933,1.60
August 31 2021,Kitsap,WA,Truck,19,0,19,54491,54510,0.03
August 31 2021,Kittitas,WA,Truck,4,0,4,14781,14785,0.03
August 31 2021,Kittitas,WA,Passenger,180,74,254,29878,30132,0.84
August 31 2021,Klickitat,WA,Truck,1,0,1,8334,8335,0.01
August 31 2021,Klickitat,WA,Passenger,83,51,134,15374,15508,0.86
August 31 2021,Lewis,WA,Passenger,192,159,351,59646,59997,0.59
August 31 2021,Lewis,WA,Truck,4,0,4,26758,26762,0.01
August 31 2021,Lincoln,WA,Truck,0,0,0,4775,4775,0.00
August 31 2021,Lincoln,WA,Passenger,9,15,24,7701,7725,0.31
August 31 2021,Mason,WA,Passenger,250,155,405,48075,48480,0.84
August 31 2021,Mason,WA,Truck,6,0,6,21322,21328,0.03
August 31 2021,Okanogan,WA,Truck,2,0,2,16764,16766,0.01
August 31 2021,Okanogan,WA,Passenger,67,46,113,26492,26605,0.42
August 31 2021,Pacific,WA,Truck,0,0,0,7976,7976,0.00
August 31 2021,Pacific,WA,Passenger,57,57,114,16063,16177,0.70
August 31 2021,Pend Oreille,WA,Truck,1,0,1,5727,5728,0.02
August 31 2021,Pend Oreille,WA,Passenger,16,7,23,9254,9277,0.25
August 31 2021,Pierce,WA,Passenger,3993,2132,6125,559706,565831,1.08
August 31 2021,Pierce,WA,Truck,41,0,41,145814,145855,0.03
August 31 2021,San Juan,WA,Truck,0,0,0,5979,5979,0.00
August 31 2021,San Juan,WA,Passenger,453,142,595,14215,14810,4.02
August 31 2021,Skagit,WA,Passenger,646,308,954,91743,92697,1.03
August 31 2021,Skagit,WA,Truck,9,0,9,32997,33006,0.03
August 31 2021,Skamania,WA,Passenger,56,39,95,8388,8483,1.12
August 31 2021,Skamania,WA,Truck,0,0,0,4036,4036,0.00
August 31 2021,Snohomish,WA,Passenger,6457,2237,8694,539624,548318,1.59
August 31 2021,Snohomish,WA,Truck,57,0,57,126041,126098,0.05
August 31 2021,Spokane,WA,Passenger,1201,723,1924,326310,328234,0.59
August 31 2021,Spokane,WA,Truck,29,0,29,102532,102561,0.03
August 31 2021,Stevens,WA,Passenger,51,44,95,30296,30391,0.31
August 31 2021,Stevens,WA,Truck,2,0,2,18918,18920,0.01
August 31 2021,Thurston,WA,Truck,27,0,27,56483,56510,0.05
August 31 2021,Thurston,WA,Passenger,1800,957,2757,198079,200836,1.37
August 31 2021,Wahkiakum,WA,Passenger,16,9,25,3080,3105,0.81
August 31 2021,Wahkiakum,WA,Truck,0,0,0,1804,1804,0.00
August 31 2021,Walla Walla,WA,Passenger,121,86,207,36510,36717,0.56
August 31 2021,Walla Walla,WA,Truck,3,0,3,14089,14092,0.02
August 31 2021,Whatcom,WA,Truck,15,0,15,43886,43901,0.03
August 31 2021,Whatcom,WA,Passenger,1574,652,2226,150554,152780,1.46
August 31 2021,Whitman,WA,Passenger,66,56,122,21970,22092,0.55
August 31 2021,Whitman,WA,Truck,2,0,2,8580,8582,0.02
August 31 2021,Yakima,WA,Passenger,262,174,436,168987,169423,0.26
August 31 2021,Yakima,WA,Truck,5,0,5,61791,61796,0.01
August 31 2021,Douglas,WI,Passenger,1,0,1,2,3,33.33
August 31 2021,Milwaukee,WI,Passenger,1,0,1,36,37,2.70
August 31 2021,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
September 30 2021,Anchorage,AK,Passenger,1,0,1,127,128,0.78
September 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,78,79,1.27
September 30 2021,Juneau,AK,Passenger,0,1,1,24,25,4.00
September 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
September 30 2021,Maricopa,AZ,Passenger,5,4,9,893,902,1.00
September 30 2021,Pima,AZ,Passenger,1,1,2,227,229,0.87
September 30 2021,Pinal,AZ,Passenger,1,0,1,108,109,0.92
September 30 2021,Alameda,CA,Passenger,4,0,4,202,206,1.94
September 30 2021,Contra Costa,CA,Passenger,2,5,7,304,311,2.25
September 30 2021,Fresno,CA,Passenger,1,0,1,153,154,0.65
September 30 2021,Kern,CA,Passenger,1,1,2,186,188,1.06
September 30 2021,Los Angeles,CA,Passenger,6,7,13,763,776,1.68
September 30 2021,Monterey,CA,Passenger,1,1,2,139,141,1.42
September 30 2021,Orange,CA,Passenger,5,2,7,384,391,1.79
September 30 2021,Placer,CA,Passenger,1,0,1,61,62,1.61
September 30 2021,Riverside,CA,Passenger,5,1,6,468,474,1.27
September 30 2021,Sacramento,CA,Passenger,2,0,2,208,210,0.95
September 30 2021,San Bernardino,CA,Passenger,0,1,1,354,355,0.28
September 30 2021,San Diego,CA,Passenger,16,9,25,2456,2481,1.01
September 30 2021,San Francisco,CA,Passenger,0,1,1,67,68,1.47
September 30 2021,San Joaquin,CA,Passenger,0,1,1,94,95,1.05
September 30 2021,San Luis Obispo,CA,Passenger,1,0,1,51,52,1.92
September 30 2021,Santa Barbara,CA,Passenger,2,0,2,69,71,2.82
September 30 2021,Santa Clara,CA,Passenger,6,2,8,214,222,3.60
September 30 2021,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
September 30 2021,Sonoma,CA,Passenger,0,1,1,78,79,1.27
September 30 2021,Ventura,CA,Passenger,1,2,3,249,252,1.19
September 30 2021,Boulder,CO,Passenger,0,1,1,28,29,3.45
September 30 2021,El Paso,CO,Passenger,2,0,2,607,609,0.33
September 30 2021,Larimer,CO,Passenger,1,0,1,39,40,2.50
September 30 2021,Las Animas,CO,Passenger,1,0,1,0,1,100.00
September 30 2021,New London,CT,Passenger,0,4,4,216,220,1.82
September 30 2021,District of Columbia,DC,Passenger,4,2,6,196,202,2.97
September 30 2021,Kent,DE,Passenger,0,1,1,60,61,1.64
September 30 2021,New Castle,DE,Passenger,1,0,1,20,21,4.76
September 30 2021,Broward,FL,Passenger,1,0,1,89,90,1.11
September 30 2021,Duval,FL,Passenger,0,1,1,289,290,0.34
September 30 2021,Hillsborough,FL,Passenger,0,1,1,132,133,0.75
September 30 2021,Lake,FL,Passenger,1,0,1,18,19,5.26
September 30 2021,Okaloosa,FL,Passenger,0,1,1,99,100,1.00
September 30 2021,Orange,FL,Passenger,1,0,1,97,98,1.02
September 30 2021,Palm Beach,FL,Passenger,1,0,1,50,51,1.96
September 30 2021,Pinellas,FL,Passenger,0,1,1,75,76,1.32
September 30 2021,Polk,FL,Passenger,1,0,1,52,53,1.89
September 30 2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41
September 30 2021,St. Johns,FL,Passenger,0,1,1,34,35,2.86
September 30 2021,Bartow,GA,Passenger,0,1,1,2,3,33.33
September 30 2021,Bryan,GA,Passenger,1,0,1,44,45,2.22
September 30 2021,Columbia,GA,Passenger,1,0,1,107,108,0.93
September 30 2021,DeKalb,GA,Passenger,1,0,1,48,49,2.04
September 30 2021,Houston,GA,Passenger,1,0,1,42,43,2.33
September 30 2021,Liberty,GA,Passenger,1,0,1,104,105,0.95
September 30 2021,Rockdale,GA,Passenger,1,0,1,6,7,14.29
September 30 2021,Honolulu,HI,Passenger,5,2,7,337,344,2.03
September 30 2021,Champaign,IL,Passenger,1,0,1,10,11,9.09
September 30 2021,Cook,IL,Passenger,2,0,2,166,168,1.19
September 30 2021,DuPage,IL,Passenger,1,0,1,45,46,2.17
September 30 2021,Lake,IL,Passenger,3,0,3,157,160,1.88
September 30 2021,St. Clair,IL,Passenger,2,0,2,122,124,1.61
September 30 2021,Hamilton,IN,Passenger,2,0,2,27,29,6.90
September 30 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
September 30 2021,Vigo,IN,Passenger,1,0,1,4,5,20.00
September 30 2021,Geary,KS,Passenger,1,0,1,90,91,1.10
September 30 2021,Leavenworth,KS,Passenger,0,1,1,109,110,0.91
September 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
September 30 2021,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
September 30 2021,Middlesex,MA,Passenger,1,1,2,84,86,2.33
September 30 2021,Suffolk,MA,Passenger,0,2,2,30,32,6.25
September 30 2021,Anne Arundel,MD,Passenger,4,3,7,354,361,1.94
September 30 2021,Baltimore,MD,Passenger,1,0,1,79,80,1.25
